3.8033,4.3084,4.8805,0.20335,0.23211,0.26492
1.3004,1.3338,1.3682,0.72705,0.74973,0.77311
1.0792,1.1126,1.147,2.9125,3.0967,3.2925
1.1173,1.1283,1.1394,2.1048,2.1377,2.1712
